"","año","codigo_ine","ccaa","prov","porcentaje_prp","degurba","ln_densidad","distancia_capital","mayores_65","porcentaje_inmigrantes","abstencion_previa","renta","porcentaje_parados"
"10027","2019","33077","Principado de Asturias","Asturias",5.15191545574637,"Rural areas",2.20876225490498,67.8,38.4742951907131,0.414593698175788,31.9630872483222,10927,7.3
"10029","2019","33078","Principado de Asturias","Asturias",9.41176470588235,"Rural areas",1.42863750406329,21.47,28.030303030303,0,28.8732394366197,12795,3.5
"10031","2019","34001","Castilla y León","Palencia",10.3448275862069,"Rural areas",1.35102223050127,24.76,31.8181818181818,6.81818181818182,17.6470588235294,NA,11.1
"10033","2019","34003","Castilla y León","Palencia",19.4915254237288,"Rural areas",1.80422528657038,51.67,22.4242424242424,3.03030303030303,25.1533742331288,13243,1.7
"10035","2019","34004","Castilla y León","Palencia",10.5064782096584,"Cities and suburbs",3.35521522191343,92.84,21.2781731909846,3.79596678529063,26.5466215011589,13766,8.5
"10037","2019","34005","Castilla y León","Palencia",9.375,"Rural areas",2.78049708554657,79.56,31.3704496788009,5.56745182012848,20.9165687426557,12075,7.7
"10039","2019","34006","Castilla y León","Palencia",17.910447761194,"Rural areas",0.904648854192576,26.05,29.8850574712644,0,17.2839506172839,NA,3.8
"10041","2019","34009","Castilla y León","Palencia",3.84615384615385,"Rural areas",1.23555557696457,27.28,40,0,6.45161290322579,NA,13.3
"10043","2019","34010","Castilla y León","Palencia",12.3318385650224,"Rural areas",1.51360416445444,19.29,29.2561983471074,1.98347107438017,23.7435008665511,13250,3.4
"10045","2019","34011","Castilla y León","Palencia",14.7335423197492,"Rural areas",1.67974689743202,20.96,28.6052009456265,0.945626477541371,19.1435768261965,13166,7.8
"10047","2019","34012","Castilla y León","Palencia",11.0266159695817,"Rural areas",1.75387881775087,39.95,28.6501377410468,1.92837465564738,24.6498599439776,13124,2.1
"10049","2019","34015","Castilla y León","Palencia",6.45161290322581,"Rural areas",0.746494438061256,40.09,36.5853658536585,0,14.6341463414634,NA,NA
"10051","2019","34017","Castilla y León","Palencia",7.51366120218579,"Rural areas",2.09091908555164,28.45,33.7688442211055,1.10552763819095,18.9542483660131,13916,4.2
"10053","2019","34018","Castilla y León","Palencia",16,"Rural areas",1.85928653078559,5.61,28.8288288288288,1.35135135135135,19.6172248803828,14652,4.3
"10055","2019","34019","Castilla y León","Palencia",15.7303370786517,"Rural areas",1.43332593487099,26.33,32.8125,3.90625,14.4,13024,7.7
"10057","2019","34020","Castilla y León","Palencia",18.4210526315789,"Rural areas",0.967984614146714,74.08,44.2307692307692,0,25,NA,13.8
"10059","2019","34022","Castilla y León","Palencia",7.25326991676575,"Rural areas",2.0145769771794,29.74,29.7229219143577,3.27455919395466,19.3160813308688,11564,5
"10061","2019","34023","Castilla y León","Palencia",9.35031847133758,"Cities and suburbs",6.10101716913118,9.88,19.748427672956,2.84591194968553,29.6218487394958,12427,10.6
"10063","2019","34024","Castilla y León","Palencia",20,"Rural areas",0.305122620531821,16.99,26.6666666666667,6.66666666666667,32.258064516129,NA,5.3
"10065","2019","34025","Castilla y León","Palencia",20,"Rural areas",1.40077088530788,56.21,55.9322033898305,6.77966101694915,31.5789473684211,NA,12
"10067","2019","34027","Castilla y León","Palencia",9.87012987012987,"Rural areas",3.10245972357404,102.22,31.0286677908938,0.505902192242833,30.7834101382488,12283,11
"10069","2019","34028","Castilla y León","Palencia",12.5,"Rural areas",2.04158519683158,77.34,32.1678321678322,0.699300699300699,18.8811188811189,10617,2.4
"10071","2019","34029","Castilla y León","Palencia",16.6666666666667,"Rural areas",2.21997056825921,15.46,37.1389270976616,0.825309491059147,17.7871148459384,12006,10
"10073","2019","34031","Castilla y León","Palencia",45.8333333333333,"Rural areas",0.619793050575173,34.62,23.3333333333333,0,0,NA,NA
"10075","2019","34032","Castilla y León","Palencia",6.06060606060606,"Rural areas",0.712963059505304,100.37,27.5,2.5,17.5,NA,18.5
"10077","2019","34033","Castilla y León","Palencia",13.3333333333333,"Rural areas",0.157291501293368,26.02,23.5294117647059,0,0,NA,NA
"10079","2019","34034","Castilla y León","Palencia",11.9565217391304,"Rural areas",1.44030535102639,36.75,37.1900826446281,0.826446280991736,22.7642276422764,11565,12.3
"10081","2019","34035","Castilla y León","Palencia",13.5802469135802,"Rural areas",0.735806682006409,39.69,42.0560747663551,0,11.7117117117117,11053,9.1
"10083","2019","34036","Castilla y León","Palencia",11.1675126903553,"Rural areas",1.46717775420097,108.86,30.6273062730627,1.1070110701107,28.9099526066351,14084,7.7
"10085","2019","34037","Castilla y León","Palencia",15.3846153846154,"Rural areas",1.0989802984184,72.13,40.4081632653061,1.22448979591837,27.8145695364238,11624,12.2
"10087","2019","34038","Castilla y León","Palencia",20.3045685279188,"Rural areas",2.73641882403071,53.25,32.0819112627986,1.36518771331058,26.3537906137184,13270,5.6
"10089","2019","34039","Castilla y León","Palencia",0,"Rural areas",0.653781008677705,42.86,56.6666666666667,1.66666666666667,19.672131147541,NA,3.8
