"","año","codigo_ine","ccaa","prov","porcentaje_prp","degurba","ln_densidad","distancia_capital","mayores_65","porcentaje_inmigrantes","abstencion_previa","renta","porcentaje_parados"
"155","2019","02027","Castilla - La Mancha","Albacete",15.3191489361702,"Rural areas",1.22945309339234,42.31,30.5555555555556,0.925925925925926,21.2698412698413,10946,11.5
"157","2019","02028","Castilla - La Mancha","Albacete",6.38297872340426,"Rural areas",2.14020070799185,79.47,30.8943089430894,0.813008130081301,22.2222222222222,9825,11.4
"159","2019","02029","Castilla - La Mancha","Albacete",14.207005116096,"Rural areas",1.82324386055424,23.85,15.5729909652877,2.23490252020922,24.8324192565509,10752,12.3
"161","2019","02030","Castilla - La Mancha","Albacete",12.0330147697654,"Rural areas",2.70599070347256,58.42,21.4225941422594,1.25523012552301,25.3833605220228,9487,19.9
"163","2019","02031","Castilla - La Mancha","Albacete",9.41176470588235,"Rural areas",1.62873961533724,63.39,29.393468118196,2.64385692068429,19.1150442477876,9419,25.7
"165","2019","02032","Castilla - La Mancha","Albacete",8.5,"Rural areas",2.51751194932712,35.11,34.006734006734,1.68350168350168,25,10309,18.9
"167","2019","02033","Castilla - La Mancha","Albacete",11.5013774104683,"Rural areas",2.92636097365736,46.61,21.1731619124146,8.11570912012857,20.4545454545455,8774,17.5
"169","2019","02034","Castilla - La Mancha","Albacete",12.1155638397018,"Rural areas",2.80625077126601,42.99,22.2098214285714,2.79017857142857,19.6816208393632,9664,13.8
"171","2019","02035","Castilla - La Mancha","Albacete",18.6418962203716,"Rural areas",2.91057222957285,19.51,16.4012738853503,1.79140127388535,24.3367346938775,10055,13.1
"173","2019","02036","Castilla - La Mancha","Albacete",26.6666666666667,"Rural areas",1.30592277377103,38.2,38.4615384615385,0.961538461538462,17.8947368421053,NA,15.8
"175","2019","02037","Castilla - La Mancha","Albacete",17.283950617284,"Cities and suburbs",3.65830033098898,58.02,16.0397281066455,6.33867880947667,36.0041987403779,9081,16.9
"177","2019","02038","Castilla - La Mancha","Albacete",15.8139534883721,"Rural areas",1.63702558529961,18.38,23.6196319018405,5.21472392638037,20.6405693950178,10402,15.3
"179","2019","02039","Castilla - La Mancha","Albacete",7.94871794871795,"Rural areas",1.72923079343702,40.1,27.2020725388601,2.93609671848014,19.7154471544715,10320,10.3
"181","2019","02040","Castilla - La Mancha","Albacete",10.3921568627451,"Rural areas",1.73112892187846,28.53,28.4389489953632,3.40030911901082,13.4168157423971,11405,10.8
"183","2019","02041","Castilla - La Mancha","Albacete",8.46774193548387,"Rural areas",1.65304789303325,37.33,37.4647887323944,0.563380281690141,21.1309523809524,9941,18.1
"185","2019","02042","Castilla - La Mancha","Albacete",11.9547657512116,"Rural areas",1.24899614422492,73.66,28.2916213275299,0.870511425462459,26.1648745519713,9901,21.1
"187","2019","02043","Castilla - La Mancha","Albacete",16.8574401664932,"Rural areas",1.3251558325035,36.12,27.540500736377,2.87187039764359,24.3744955609362,9855,15.6
"189","2019","02044","Castilla - La Mancha","Albacete",11.6120218579235,"Rural areas",1.32669656000753,45.79,31.2340425531915,0.680851063829787,30.4977375565611,9297,27.3
"191","2019","02045","Castilla - La Mancha","Albacete",8.56363016035483,"Rural areas",4.14987173765895,31.55,20.9802235597592,2.32158211521926,21.0095497953615,10445,12.5
"193","2019","02046","Castilla - La Mancha","Albacete",14.4220572640509,"Rural areas",2.54849916083958,31.5,21.76428054953,2.60303687635575,18.3970856102004,9773,11.7
"195","2019","02047","Castilla - La Mancha","Albacete",11.4942528735632,"Rural areas",0.0573488468222737,44.88,46.3636363636364,0,24.7863247863248,14711,16.7
"197","2019","02048","Castilla - La Mancha","Albacete",13.9583333333333,"Rural areas",3.0678230840812,47.07,26.18254497002,4.26382411725516,19.9836867862969,9354,12.1
"199","2019","02049","Castilla - La Mancha","Albacete",11.1692844677138,"Rural areas",1.78065917592758,62.17,37.0892018779343,0.821596244131455,30.3766707168894,10094,21.6
"201","2019","02050","Castilla - La Mancha","Albacete",25.3333333333333,"Rural areas",1.36471984781962,26.7,31.9587628865979,0,15.3061224489796,NA,5.1
"203","2019","02051","Castilla - La Mancha","Albacete",19.6546052631579,"Rural areas",2.44547639522477,55.01,24.7684056557777,4.92442710872745,29.7732696897375,9484,11.6
"205","2019","02052","Castilla - La Mancha","Albacete",16.8797953964194,"Rural areas",3.17667751134959,25.79,25.569176882662,3.85288966725044,18.9542483660131,10152,14.2
"207","2019","02053","Castilla - La Mancha","Albacete",11.7232260907889,"Rural areas",2.7061779905272,50.57,23.6390101892285,1.19359534206696,25.5837224816544,8918,12.4
"209","2019","02054","Castilla - La Mancha","Albacete",13.3116883116883,"Rural areas",2.50421240887164,39.08,25.9187620889749,0.58027079303675,24.6113989637306,9916,13.9
"211","2019","02055","Castilla - La Mancha","Albacete",13.0841121495327,"Rural areas",1.00536961911496,99,28.8832913518052,0.839630562552477,39.7515527950311,8800,18.1
"213","2019","02056","Castilla - La Mancha","Albacete",12.8834355828221,"Rural areas",3.59836507451685,50.89,25.7674886763966,2.06341217916457,24.5634458672875,9006,12.4
"215","2019","02057","Castilla - La Mancha","Albacete",10.3799185888738,"Rural areas",2.24858880641644,75.74,24.1872561768531,0.780234070221066,26.3861386138614,9563,18.8
"217","2019","02058","Castilla - La Mancha","Albacete",7.51173708920188,"Rural areas",1.1306977030334,56.7,34.4827586206897,1.72413793103448,30.5637982195846,10353,15.1
"219","2019","02059","Castilla - La Mancha","Albacete",15.3846153846154,"Rural areas",0.568033588291814,49.55,31.7365269461078,0.29940119760479,22.5165562913907,11529,10.4
"221","2019","02060","Castilla - La Mancha","Albacete",16.256157635468,"Rural areas",2.17611615291688,27.01,27.3766976411723,0.285918513223731,22.952086553323,13202,11.9
"223","2019","02061","Castilla - La Mancha","Albacete",13.5902636916836,"Rural areas",2.22735506948301,36.5,33.6705202312139,2.89017341040462,18.9952904238619,10408,11
"225","2019","02062","Castilla - La Mancha","Albacete",16.7259786476868,"Rural areas",2.16326566119131,69.02,29.7674418604651,0.930232558139535,27.2058823529412,9908,19.2
"227","2019","02063","Castilla - La Mancha","Albacete",15.3919694072658,"Rural areas",2.45211631035873,27.15,29.5268138801262,1.82965299684543,26.6575529733424,9759,17.2
"229","2019","02064","Castilla - La Mancha","Albacete",8.33333333333333,"Rural areas",1.61982337617392,37.26,35.9413202933985,3.42298288508557,12.6344086021505,11029,18
"231","2019","02065","Castilla - La Mancha","Albacete",11.3513513513514,"Rural areas",1.2781934217233,23.13,27.8586278586279,0.207900207900208,17.2268907563025,11776,13.7
"233","2019","02066","Castilla - La Mancha","Albacete",8.33333333333333,"Rural areas",2.09648814490371,43.27,41.7355371900826,0.826446280991736,19.2307692307692,9650,10.2
"235","2019","02067","Castilla - La Mancha","Albacete",10.6132075471698,"Rural areas",2.80101622655325,69.63,22.3723723723724,0.45045045045045,25.9067357512953,9208,16.6
"237","2019","02068","Castilla - La Mancha","Albacete",10.6227106227106,"Rural areas",1.11715048373245,50.8,23.433242506812,1.08991825613079,25.5192878338279,11471,10.2
"239","2019","02069","Castilla - La Mancha","Albacete",17.0007928417714,"Cities and suburbs",3.65835708172904,35.8,17.0134401654174,4.54897906435771,26.2837249782419,9977,13.3
"241","2019","02070","Castilla - La Mancha","Albacete",4.74683544303798,"Rural areas",2.271263254112,70.96,34.7916666666667,1.875,17.6178660049628,9631,9.9
"243","2019","02071","Castilla - La Mancha","Albacete",15.5973451327434,"Rural areas",2.70426257641511,31.45,22.9468599033816,2.73752012882448,17.8041543026706,10635,14.8
"245","2019","02072","Castilla - La Mancha","Albacete",17.7797833935018,"Rural areas",2.55664514713778,68.47,27.1964185786234,1.00727476217124,29.8902517753389,8351,20.6
"247","2019","02073","Castilla - La Mancha","Albacete",16.2660256410256,"Cities and suburbs",3.37814139930764,31.66,20.2886928628709,2.9831595829992,27.6761865625642,9172,15.3
"249","2019","02074","Castilla - La Mancha","Albacete",14.4900784494693,"Cities and suburbs",3.16414942012016,42.2,20.7444039562728,9.40916189484643,29.3513058129739,8764,12.5
"251","2019","02075","Castilla - La Mancha","Albacete",12.5346260387812,"Rural areas",3.356979188012,26.72,25.0493096646943,2.31755424063116,20.8982035928144,10416,12.4
"253","2019","02076","Castilla - La Mancha","Albacete",12.85140562249,"Rural areas",0.994152918781184,66.82,30.635838150289,0,27.9635258358663,10600,15.2
"255","2019","02077","Castilla - La Mancha","Albacete",13.6363636363636,"Rural areas",-0.0270463823689556,61.62,23.2142857142857,0,14.5454545454545,NA,29.3
"257","2019","02078","Castilla - La Mancha","Albacete",15.5523255813953,"Rural areas",3.15419476013676,42.47,25.9597806215722,2.6508226691042,26.6304347826087,8975,8.2
"259","2019","02079","Castilla - La Mancha","Albacete",8.87494397131331,"Rural areas",3.44882708524065,53.58,19.9155699031537,4.02284579091135,23.1652173913044,9070,11.4
"261","2019","02080","Castilla - La Mancha","Albacete",14.5,"Rural areas",1.89678515533137,77.38,28.1303602058319,3.60205831903945,23.1060606060606,10961,14.6
"263","2019","02081","Castilla - La Mancha","Albacete",14.1364651631962,"Cities and suburbs",3.37424206415809,67.53,16.502541296061,2.97411054637865,27.7941336822593,9942,12.7
"265","2019","02082","Castilla - La Mancha","Albacete",13.2530120481928,"Rural areas",1.75623065541414,63.27,30.2752293577982,1.8348623853211,20.7920792079208,10966,15.9
"267","2019","02083","Castilla - La Mancha","Albacete",7.10382513661202,"Rural areas",1.86084411158309,40.82,38.3928571428571,0.892857142857143,12.7853881278539,10425,9.7
"269","2019","02084","Castilla - La Mancha","Albacete",13.0841121495327,"Rural areas",1.58782521405762,77.24,28.698224852071,1.18343195266272,28.4829721362229,9060,26.8
"271","2019","02085","Castilla - La Mancha","Albacete",11.1969111969112,"Rural areas",1.64007958381756,61.75,32.3442136498516,1.78041543026706,21.183800623053,10819,11.9
"273","2019","02086","Castilla - La Mancha","Albacete",8.54651162790698,"Rural areas",1.64816664808743,79.24,36.2438840797892,0.376364320662401,34.2227378190255,9181,22
"275","2019","02901","Castilla - La Mancha","Albacete",18.7655860349127,"Rural areas",3.17554929421329,22.37,19.0561315695388,1.71612441902038,34.5454545454545,9204,15
"277","2019","03001","Comunitat Valenciana","Alicante / Alacant",6.04982206405694,"Rural areas",3.76311218746397,63.54,35.126582278481,1.26582278481013,20.1780415430267,11127,4.5
"279","2019","03002","Comunitat Valenciana","Alicante / Alacant",12.1364452423698,"Rural areas",4.26831447834603,11.52,18.6633039092055,3.95124001681379,28.3495145631068,9723,11.8
"281","2019","03003","Comunitat Valenciana","Alicante / Alacant",13.4020618556701,"Rural areas",3.08503085196291,46.41,23.716814159292,0.176991150442478,16,12435,8.2
"283","2019","03004","Comunitat Valenciana","Alicante / Alacant",11.0132158590308,"Rural areas",3.95374500600781,22.38,20.3530633437176,3.53063343717549,24.6127366609294,11452,11.1
"285","2019","03005","Comunitat Valenciana","Alicante / Alacant",22.4910685287431,"Cities and suburbs",5.29591449863867,34.63,14.0483752748595,13.804055704862,23.8383318316386,8699,12.5
"287","2019","03006","Comunitat Valenciana","Alicante / Alacant",7.35294117647059,"Rural areas",4.48600581666485,62.16,40.9233176838811,2.58215962441315,22.7364185110664,10137,6.8
"289","2019","03007","Comunitat Valenciana","Alicante / Alacant",9.21985815602837,"Rural areas",3.95935475912667,48.92,24.3478260869565,2.17391304347826,16.2650602409639,13488,4.8
"291","2019","03008","Comunitat Valenciana","Alicante / Alacant",11.1111111111111,"Rural areas",2.47501857395288,37.97,38.728323699422,0,22.6190476190476,11817,12.2
"293","2019","03009","Comunitat Valenciana","Alicante / Alacant",9.78441595040158,"Cities and suburbs",6.1187290811691,34.8,19.8138793775638,4.33603417296674,24.6779690078659,11220,13.4
"295","2019","03010","Comunitat Valenciana","Alicante / Alacant",7.85714285714286,"Rural areas",3.03161636379757,45.66,22.4390243902439,0.731707317073171,14.7692307692308,11393,8.2
"297","2019","03011","Comunitat Valenciana","Alicante / Alacant",14.2584892584893,"Cities and suburbs",6.94160268613728,46.24,24.8413240894444,6.42027145786544,29.524055204437,9524,7.9
"299","2019","03012","Comunitat Valenciana","Alicante / Alacant",13.1460674157303,"Rural areas",5.07448803507559,39.89,30.5962521294719,2.82793867120954,21.4746543778802,8337,9.1
"301","2019","03013","Comunitat Valenciana","Alicante / Alacant",8.08314087759815,"Rural areas",4.28328177787972,40.02,24.7754491017964,2.61976047904192,24.618149146451,9733,17
"303","2019","03014","Comunitat Valenciana","Alicante / Alacant",12.7753177130419,"Cities and suburbs",7.41488775069281,0,17.7579302869326,8.86209378088728,29.4413141780698,11621,12.7
"305","2019","03015","Comunitat Valenciana","Alicante / Alacant",16.2574443631804,"Cities and suburbs",6.18814991189657,37,14.396961976638,14.5796279382781,26.3329619608467,8277,13.8
"307","2019","03016","Comunitat Valenciana","Alicante / Alacant",18.4210526315789,"Rural areas",2.55031890727867,46.8,37.1681415929204,0.884955752212389,19.3548387096774,15091,5.1
"309","2019","03017","Comunitat Valenciana","Alicante / Alacant",6.12903225806452,"Cities and suburbs",6.11998672781392,45.94,14.1987829614604,7.09939148073022,16.0427807486631,10510,7.5
"311","2019","03018","Comunitat Valenciana","Alicante / Alacant",8.1446983645619,"Cities and suburbs",6.46296336828127,52.05,19.1700314042171,7.85105428443248,27.671568627451,10451,10
"313","2019","03019","Comunitat Valenciana","Alicante / Alacant",13.9821968424589,"Cities and suburbs",5.68275872177531,21.28,15.8781500434489,3.0800424833446,24.5530159145982,9159,13.8
"315","2019","03020","Comunitat Valenciana","Alicante / Alacant",4.8780487804878,"Rural areas",2.45523348360685,45.56,29.0076335877863,0,20.2020202020202,12051,9.9
"317","2019","03021","Comunitat Valenciana","Alicante / Alacant",10.1938575473753,"Cities and suburbs",4.94579186297966,38.97,19.708545557442,4.20203735144312,18.5818635310885,11590,8
"319","2019","03022","Comunitat Valenciana","Alicante / Alacant",7.56302521008403,"Rural areas",2.81557086611852,40.54,39.7350993377483,2.64900662251656,13.7931034482759,17732,5.1
"321","2019","03023","Comunitat Valenciana","Alicante / Alacant",8.38222967309304,"Rural areas",3.87737012697333,43.31,23.1454005934718,1.30563798219585,15.307582260372,11829,7.4
"323","2019","03024","Comunitat Valenciana","Alicante / Alacant",12.952380952381,"Cities and suburbs",6.36155462828121,41.24,18.8448722695298,5.51647537948908,21.3791335554986,8826,12.1
"325","2019","03025","Comunitat Valenciana","Alicante / Alacant",22.6626016260163,"Rural areas",5.05682203280159,45.16,17.3532440782698,2.78063851699279,25.1968503937008,9418,10.2
"327","2019","03026","Comunitat Valenciana","Alicante / Alacant",7.0657507360157,"Rural areas",5.64400190780926,68.19,19.5028680688336,4.92351816443595,22.4673202614379,9803,8.9
"329","2019","03027","Comunitat Valenciana","Alicante / Alacant",14.3790849673203,"Rural areas",2.69052788884281,46.43,24.1379310344828,0.862068965517241,12.1019108280255,10062,6.5
"331","2019","03028","Comunitat Valenciana","Alicante / Alacant",7.85804816223067,"Rural areas",4.01289781990568,53.09,29.1592128801431,2.05724508050089,18.0360721442886,10063,10
"333","2019","03029","Comunitat Valenciana","Alicante / Alacant",4.81927710843374,"Rural areas",3.27908361620824,56.28,38.3673469387755,1.42857142857143,24.4897959183673,9838,4
"335","2019","03030","Comunitat Valenciana","Alicante / Alacant",9.69827586206897,"Rural areas",4.98569681093544,65.24,29.4977168949772,4.10958904109589,14.5038167938931,10033,8
"337","2019","03031","Comunitat Valenciana","Alicante / Alacant",12.1174509734388,"Cities and suburbs",7.48695196436131,41.92,18.8937879250884,13.39910653221,34.8619210564365,10553,12.2
"339","2019","03032","Comunitat Valenciana","Alicante / Alacant",14.9425287356322,"Rural areas",2.03741245311923,33.8,25.7142857142857,0,15.7407407407407,16213,2.9
"341","2019","03033","Comunitat Valenciana","Alicante / Alacant",9.41176470588235,"Rural areas",2.46672051291382,41.87,27.1428571428571,0,17.948717948718,11482,12.5
"343","2019","03034","Comunitat Valenciana","Alicante / Alacant",8.95660203139428,"Cities and suburbs",6.63579064937239,36.85,28.7778446718844,3.58217940999398,22.4563953488372,8610,9.3
"345","2019","03035","Comunitat Valenciana","Alicante / Alacant",6.30975143403442,"Rural areas",4.32948883730008,39.57,32.7348066298343,0.276243093922652,16.1042944785276,11570,14.4
"347","2019","03036","Comunitat Valenciana","Alicante / Alacant",0,"Rural areas",3.35715210944489,45.33,14.4329896907216,0,6.89655172413789,NA,0
"349","2019","03037","Comunitat Valenciana","Alicante / Alacant",12.7208480565371,"Rural areas",2.54490186675151,42.91,23.8095238095238,1.86335403726708,18.4971098265896,9934,8.9
"351","2019","03038","Comunitat Valenciana","Alicante / Alacant",13.1578947368421,"Rural areas",4.29748107596718,47.03,30.0733496332518,0.97799511002445,18.8732394366197,14084,6.9
"353","2019","03039","Comunitat Valenciana","Alicante / Alacant",14.2857142857143,"Rural areas",2.41076520414499,47.83,31.1320754716981,0,23.4567901234568,NA,10.9
"355","2019","03040","Comunitat Valenciana","Alicante / Alacant",7.40740740740741,"Rural areas",4.78135773923144,67.73,33.0143540669856,1.43540669856459,14.9606299212598,10114,7.2
"357","2019","03041","Comunitat Valenciana","Alicante / Alacant",9.89737742303307,"Cities and suburbs",5.06175091949004,62.34,23.1440254429805,6.34257155838255,29.1568693315418,9900,9.6
"359","2019","03042","Comunitat Valenciana","Alicante / Alacant",12.0398009950249,"Rural areas",5.8191727312178,72.35,32.3199251637044,6.3376987839102,27.494615936827,9132,5.5
"361","2019","03043","Comunitat Valenciana","Alicante / Alacant",7.16949854952342,"Rural areas",3.62156501042833,35.16,19.5314628166712,1.11686189049305,16.4891789762968,11647,9.5
"363","2019","03044","Comunitat Valenciana","Alicante / Alacant",14.6804353893385,"Cities and suburbs",7.40428043113292,46.04,14.8373681865439,8.55487895440368,22.3623092236231,9098,12.5
"365","2019","03045","Comunitat Valenciana","Alicante / Alacant",10.0591715976331,"Rural areas",3.43227109233432,51.04,27.8571428571429,3.0952380952381,16.1904761904762,8014,6.4
"367","2019","03046","Comunitat Valenciana","Alicante / Alacant",8.61040068201194,"Rural areas",4.47730893719216,18.41,22.9012760241773,1.57824042981867,27.8924327704815,9572,7.6
"369","2019","03047","Comunitat Valenciana","Alicante / Alacant",10.0074019245004,"Cities and suburbs",6.8683777831045,60.41,22.1914191419142,10.7590759075908,31.4760508308895,9436,10.5
"371","2019","03048","Comunitat Valenciana","Alicante / Alacant",12.8494623655914,"Cities and suburbs",5.35993344090782,49.85,17.4013291740133,8.2734300827343,23.272127088921,9326,9.3
"373","2019","03049","Comunitat Valenciana","Alicante / Alacant",18.6817936250675,"Cities and suburbs",6.6420779629331,38.09,14.9332913121126,18.2477150961235,24.5450033090668,8732,12.8
"375","2019","03050","Comunitat Valenciana","Alicante / Alacant",12.8190664222254,"Cities and suburbs",6.24101046271641,18.37,19.3798723059014,4.95961056827401,28.5637699029647,11781,9.6
"377","2019","03051","Comunitat Valenciana","Alicante / Alacant",7.54098360655738,"Rural areas",2.94564948358335,43.21,19.7590361445783,0.481927710843374,14.9425287356322,9932,7.2
"379","2019","03052","Comunitat Valenciana","Alicante / Alacant",13.7404580152672,"Rural areas",4.14526370863706,42.44,19.9180327868852,0.983606557377049,20.7216494845361,10804,6.1
"381","2019","03053","Comunitat Valenciana","Alicante / Alacant",12.2966261346121,"Cities and suburbs",4.48121158943901,24.49,17.670881074674,4.6819438956934,21.7962911707722,10610,11.5
"383","2019","03054","Comunitat Valenciana","Alicante / Alacant",7.40740740740741,"Rural areas",2.28007610469709,51.29,37.4164810690423,1.78173719376392,19.2419825072886,8408,9.6
"385","2019","03055","Comunitat Valenciana","Alicante / Alacant",16.788505167633,"Cities and suburbs",6.06790202885942,32.58,17.7451093876606,7.77867808774164,28.4469403563129,8290,12.5
"387","2019","03056","Comunitat Valenciana","Alicante / Alacant",9.86714434990297,"Cities and suburbs",5.38179395466555,41.75,18.8689080010425,9.46051602814699,23.4900875979714,10102,12.5
"389","2019","03057","Comunitat Valenciana","Alicante / Alacant",14.9659863945578,"Rural areas",1.54262569583971,41.69,41.1764705882353,5.3475935828877,19.2307692307692,9373,20.4
"391","2019","03058","Comunitat Valenciana","Alicante / Alacant",18.7420745625158,"Cities and suburbs",6.07922954559795,39.75,14.4442921748664,12.895710565986,21.2886285598869,9073,8.9
"393","2019","03059","Comunitat Valenciana","Alicante / Alacant",18.2067645181876,"Cities and suburbs",5.62372873568239,27.75,15.8503730312241,9.29469466703509,26.517028615848,8678,16.6
"395","2019","03060","Comunitat Valenciana","Alicante / Alacant",16.6666666666667,"Rural areas",1.98829524392235,43.53,36.8852459016393,0.819672131147541,16.5137614678899,10107,14.1
"397","2019","03061","Comunitat Valenciana","Alicante / Alacant",17.4661746617466,"Cities and suburbs",5.50074901748235,34.47,23.4312032239493,7.426597582038,26.5151515151515,8855,13.9
"399","2019","03062","Comunitat Valenciana","Alicante / Alacant",11.1731843575419,"Cities and suburbs",5.39171137282273,33.59,35.7971014492754,3.33333333333333,20.2830188679245,8485,7.6
"401","2019","03063","Comunitat Valenciana","Alicante / Alacant",9.48319885609233,"Cities and suburbs",6.45227787327878,74.36,17.3599582602096,6.76137172129204,29.7445393394301,10596,12.2
"403","2019","03064","Comunitat Valenciana","Alicante / Alacant",14.1011840688913,"Cities and suburbs",5.99003264699159,31.41,17.3226238286479,9.62516733601071,27.0189431704885,8178,13.1
"405","2019","03065","Comunitat Valenciana","Alicante / Alacant",13.1254503559297,"Cities and suburbs",6.56828378620849,17.04,15.6977769367401,6.98056486192407,26.4536569327794,9629,14.9
"407","2019","03066","Comunitat Valenciana","Alicante / Alacant",10.9203906481207,"Cities and suburbs",7.04675258698983,26.57,19.5959557565852,3.37717131019803,29.5956886113815,9425,15.7
"409","2019","03067","Comunitat Valenciana","Alicante / Alacant",16.0919540229885,"Rural areas",2.34353693797257,46.69,35.8490566037736,2.83018867924528,14.1414141414141,14368,16.9
"411","2019","03068","Comunitat Valenciana","Alicante / Alacant",21.6216216216216,"Rural areas",1.5755382378161,48.17,42.5531914893617,0,6.38297872340419,NA,4
"413","2019","03069","Comunitat Valenciana","Alicante / Alacant",14.5140388768898,"Cities and suburbs",5.0687643273884,37.63,14.5197319434103,7.55026061057334,30.9817945383615,10322,9.1
"415","2019","03070","Comunitat Valenciana","Alicante / Alacant",13.429888084266,"Cities and suburbs",6.87460468360971,34.77,19.2316869482224,8.80458124552613,29.0589956118966,7913,10.4
"417","2019","03071","Comunitat Valenciana","Alicante / Alacant",5.55555555555556,"Cities and suburbs",5.69544103972575,69.63,19.2097867416102,9.9520581914366,23.455549974887,9441,8.1
"419","2019","03072","Comunitat Valenciana","Alicante / Alacant",9.21501706484642,"Rural areas",3.85492258084878,50.94,23.4513274336283,0,16.9540229885057,10935,11.4
"421","2019","03073","Comunitat Valenciana","Alicante / Alacant",10.3626943005181,"Rural areas",3.30845790602175,41.95,26.5060240963855,0.401606425702811,15.2542372881356,13299,11
"423","2019","03074","Comunitat Valenciana","Alicante / Alacant",17.9073033707865,"Rural areas",5.88579643000503,36.7,15,13.8372093023256,18.1605155243117,8953,9.4
"425","2019","03075","Comunitat Valenciana","Alicante / Alacant",13.6,"Rural areas",2.60930041648114,46.96,22.5806451612903,1.38248847926267,12.9251700680272,12020,6.4
"427","2019","03076","Comunitat Valenciana","Alicante / Alacant",11.9651470359421,"Cities and suburbs",6.11423135881533,33.83,21.8660411780036,5.67500651550691,26.3257352072753,10073,10.5
"429","2019","03077","Comunitat Valenciana","Alicante / Alacant",15.3846153846154,"Rural areas",3.60954094643539,31.16,31.564465408805,1.06132075471698,21.8818380743982,9324,10.4
"431","2019","03078","Comunitat Valenciana","Alicante / Alacant",14.6341463414634,"Rural areas",4.55902543033619,35.46,36.644407345576,1.75292153589316,18.6192468619247,7823,7.7
"433","2019","03079","Comunitat Valenciana","Alicante / Alacant",9.76310625175217,"Cities and suburbs",5.92871348295999,28.35,17.7487334496999,2.7033930776108,23.7050043898156,11435,12.5
"435","2019","03080","Comunitat Valenciana","Alicante / Alacant",23.4905660377358,"Rural areas",5.11006288034778,44.57,20.2274975272008,4.05539070227498,20.3846153846154,9764,10.6
"437","2019","03081","Comunitat Valenciana","Alicante / Alacant",8.09859154929578,"Rural areas",4.37190245447558,58.94,26.4330047462578,6.38919313618109,24.5125348189415,9106,7.9
"439","2019","03082","Comunitat Valenciana","Alicante / Alacant",10.7955826008564,"Cities and suburbs",5.99341311681318,76.05,22.0113027097522,10.9549340675264,32.068114904114,9662,8.7
"441","2019","03083","Comunitat Valenciana","Alicante / Alacant",7.98771121351766,"Cities and suburbs",3.73578210332654,20.75,21.3109978150036,3.04442825928623,28.9115646258503,12020,8.8
"443","2019","03084","Comunitat Valenciana","Alicante / Alacant",7.29411764705882,"Rural areas",2.90119683026955,57.19,32.0069204152249,0.173010380622837,15.7699443413729,12709,10.5
"445","2019","03085","Comunitat Valenciana","Alicante / Alacant",5.90717299578059,"Rural areas",3.7525352535601,62.77,36.3636363636364,1.28342245989305,20.2205882352941,9410,4.8
"447","2019","03086","Comunitat Valenciana","Alicante / Alacant",7.74647887323944,"Rural areas",3.18848888000268,43.7,30.379746835443,0,10.5960264900662,11008,4
"449","2019","03088","Comunitat Valenciana","Alicante / Alacant",15.4600653900047,"Cities and suburbs",4.63157587441513,13.01,12.7005511328843,6.82180036742192,26.5005456529647,10065,9.2
"451","2019","03089","Comunitat Valenciana","Alicante / Alacant",11.366671612999,"Cities and suburbs",4.38026970733245,32.55,20.3665652995808,2.63828388263335,29.2132483544039,9112,16.1
"453","2019","03090","Comunitat Valenciana","Alicante / Alacant",13.1517743266562,"Cities and suburbs",6.27534105288778,9.57,13.4624487219943,4.19296307983591,27.3251076708183,11678,9.2
"455","2019","03091","Comunitat Valenciana","Alicante / Alacant",6.63265306122449,"Rural areas",4.39256275922062,60.12,40,1.27659574468085,13.8888888888889,10152,9
"457","2019","03092","Comunitat Valenciana","Alicante / Alacant",9.65504311961005,"Cities and suburbs",5.73104405196457,47.34,16.4307164307164,9.00900900900901,22.0821592762865,10255,10.5
"459","2019","03093","Comunitat Valenciana","Alicante / Alacant",11.8884408602151,"Cities and suburbs",5.8252398587582,21.03,16.9817940821021,4.10900159837823,25.6566580297719,10378,12.9
"461","2019","03094","Comunitat Valenciana","Alicante / Alacant",13.5710259301015,"Cities and suburbs",6.76945490610396,45.26,16.7392356071601,5.73025856044724,29.0748898678414,10242,8.3
"463","2019","03095","Comunitat Valenciana","Alicante / Alacant",6.49422124380848,"Cities and suburbs",6.49529189561577,70.55,16.7827096025529,7.71685523643748,23.8043240882289,9477,12.2
"465","2019","03096","Comunitat Valenciana","Alicante / Alacant",9.78713558537714,"Cities and suburbs",5.04389097696236,30.9,17.7167976555215,3.17037431730385,24.6802627030764,11240,12.2
"467","2019","03097","Comunitat Valenciana","Alicante / Alacant",5.54187192118227,"Rural areas",4.80908927152043,62.32,34.8666053357866,2.62189512419503,17.2205438066465,9593,7.2
"469","2019","03098","Comunitat Valenciana","Alicante / Alacant",10.0250626566416,"Rural areas",3.42056474807275,31.01,21.6032608695652,2.03804347826087,22.1782178217822,10695,10.9
"471","2019","03099","Comunitat Valenciana","Alicante / Alacant",16.4258911819887,"Cities and suburbs",5.35588822880655,48.39,21.8797633502984,7.40434546722815,26.5507218979655,9388,10.2
"473","2019","03100","Comunitat Valenciana","Alicante / Alacant",3.81679389312977,"Rural areas",4.36853755565312,58.19,35.5220667384284,1.61463939720129,12.5248508946322,9488,8
"475","2019","03101","Comunitat Valenciana","Alicante / Alacant",5.49040511727079,"Cities and suburbs",5.56161345060773,68.97,20.7949084296662,5.46824262891285,24.563227953411,10189,10.1
"477","2019","03102","Comunitat Valenciana","Alicante / Alacant",7.41618075801749,"Cities and suburbs",5.25562580770838,65.47,24.7235387045814,2.92259083728278,24.0282196707705,10232,8.3
